ResourceNo,ResourceType,CultureName,ResourceKey,ResourceValue,InitBy,InitDate,ChangedBy,ChangedDate
4506,CommonTerms,fr-CA,EmailDoNotReplyWithReplyTo,********************************************************************************  MERCI DE NE PAS RÉPONDRE À CE COURRIEL ENVOYÉ D'UNE ADRESSE ÉLECTRONIQUE AUTOMATISÉE NON CONTRÔLÉE. VEUILLEZ RÉPONDRE À {0}. *******************************************************************************,pat,2011-04-06 00:00:00,HThomas,2015-05-12 09:35:00
911,CommonTerms,fr-CA,UserPreferences,Préférences de l'utilisateur,pat,2011-04-06 00:00:00,HThomas,2011-11-30 13:41:00
912,CommonTerms,fr-CA,Utilities,Services publics,pat,2011-04-06 00:00:00,HThomas,2011-12-14 09:19:00
913,CommonTerms,fr-CA,ValueNotSet,Valeur non définie,pat,2011-04-06 00:00:00,HThomas,2011-12-14 09:21:00
914,CommonTerms,fr-CA,MoveOutReason,Raison du déménagement,pat,2011-04-06 00:00:00,HThomas,2011-12-13 09:43:00
915,CommonTerms,fr-CA,MoveOutReasons,Raisons du déménagement,pat,2011-04-06 00:00:00,HThomas,2011-12-13 09:44:00
916,CommonTerms,fr-CA,MoveStatus,Statut du déménagement,pat,2011-04-06 00:00:00,HThomas,2015-06-04 13:43:00
917,CommonTerms,fr-CA,Name,Nom,pat,2011-04-06 00:00:00,HThomas,2011-12-13 09:51:00
918,CommonTerms,fr-CA,New,Nouveau,pat,2011-04-06 00:00:00,HThomas,2011-12-13 09:58:00
919,CommonTerms,fr-CA,NewBuilding,Nouvel immeuble,pat,2011-04-06 00:00:00,HThomas,2011-12-13 09:58:00
920,CommonTerms,fr-CA,NewLease,Nouveau bail,pat,2011-04-06 00:00:00,HThomas,2011-12-13 10:00:00
921,CommonTerms,fr-CA,NewProject,Nouveau projet,pat,2011-04-06 00:00:00,HThomas,2011-12-13 10:01:00
922,CommonTerms,fr-CA,NewSuite,Nouveau logement,pat,2011-04-06 00:00:00,HThomas,2015-06-04 07:35:00
923,CommonTerms,fr-CA,Next,Suivant,pat,2011-04-06 00:00:00,HThomas,2011-12-13 10:03:00
924,CommonTerms,fr-CA,No,Non,pat,2011-04-06 00:00:00,HThomas,2011-12-13 09:00:00
925,CommonTerms,fr-CA,NoDataAvailable,Aucune donnée disponible,pat,2011-04-06 00:00:00,HThomas,2011-12-13 09:05:00
926,CommonTerms,fr-CA,NoParkingStallAssociated,"Aucun espace de stationnement associé à cette catégorie d'espaces de stationnement ",pat,2011-04-06 00:00:00,HThomas,2015-06-04 14:04:00
927,CommonTerms,fr-CA,NoProjectAssociated,Aucun projet associé,pat,2011-04-06 00:00:00,HThomas,2011-12-13 09:11:00
928,CommonTerms,fr-CA,NotAssignable,Non assignable,pat,2011-04-06 00:00:00,HThomas,2011-12-13 09:16:00
929,CommonTerms,fr-CA,NotAssigned,Non assigné(e),pat,2011-04-06 00:00:00,HThomas,2011-12-13 09:16:00
930,CommonTerms,fr-CA,NotAssignedSuites,Logements non assignés,pat,2011-04-06 00:00:00,daghern,2015-03-05 12:58:00
931,CommonTerms,fr-CA,Note,Remarque,pat,2011-04-06 00:00:00,NDagher,2016-05-04 08:46:00
932,CommonTerms,fr-CA,Number,Numéro,pat,2011-04-06 00:00:00,HThomas,2011-12-13 09:25:00
933,CommonTerms,fr-CA,NumDaysForEviction,Nbre de jours pour l'expulsion,pat,2011-04-06 00:00:00,daghern,2012-05-03 12:41:00
934,CommonTerms,fr-CA,Occupation,Profession,pat,2011-04-06 00:00:00,HThomas,2011-12-13 09:33:00
935,CommonTerms,fr-CA,OK,OK,pat,2011-04-06 00:00:00,HThomas,2011-12-13 07:56:00
936,CommonTerms,fr-CA,OneYTMarketRent,Valeur marchande d'un loyer d'un an,pat,2011-04-06 00:00:00,HThomas,2015-06-04 08:44:00
937,CommonTerms,fr-CA,Operation,Opération,pat,2011-04-06 00:00:00,HThomas,2011-12-13 08:32:00
938,CommonTerms,fr-CA,Options,Options,pat,2011-04-06 00:00:00,HThomas,2011-12-13 08:33:00
939,CommonTerms,fr-CA,Parking,Stationnement,pat,2011-04-06 00:00:00,HThomas,2011-12-13 08:40:00
940,CommonTerms,fr-CA,ParkingAssignments,Assignation des espaces de stationnement,pat,2011-04-06 00:00:00,HThomas,2011-12-13 08:42:00
941,CommonTerms,fr-CA,ParkingStalls,Espaces de stationnement,pat,2011-04-06 00:00:00,HThomas,2011-12-13 07:09:00
942,CommonTerms,fr-CA,ParkingStallTypeName,Nom de la catégorie d'espaces de stationnement,pat,2011-04-06 00:00:00,HThomas,2015-06-08 11:36:00
943,CommonTerms,fr-CA,ParkingStallTypes,Catégories d'espaces de stationnement,pat,2011-04-06 00:00:00,HThomas,2015-06-08 11:37:00
944,CommonTerms,fr-CA,ParkingStallTypeUpdateAlert,Veuillez prendre note qu'une mise à jour des catégories de stationnement aura une occurrence sur les catégories d'espaces de stationnnement ainsi que sur les frais de location de ceux-ci.,pat,2011-04-06 00:00:00,HThomas,2015-06-08 11:38:00
3075,Labels,en-US,LeaseInformation,Lease Information:,pat,2011-04-06 00:00:00,,NULL
3076,Labels,fr-CA,LeaseInformation,Informations sur le bail :,pat,2011-04-06 00:00:00,daghern,2011-12-06 09:53:00
5077,CommonTerms,en-US,LocationGroupName,Location Group Name,JimR,2011-05-25 12:21:00,,NULL
5078,CommonTerms,fr-CA,LocationGroupName,Nom du groupe,JimR,2011-05-25 12:21:00,daghern,2011-12-14 09:36:00
5087,CommonTerms,en-US,AddMultipleSuites,Add Multiple Suites,JGoh,2011-06-16 18:31:00,,NULL
5088,CommonTerms,fr-CA,AddMultipleSuites,Ajouter des logements en bloc,JGoh,2011-06-16 18:31:00,HThomas,2015-06-04 08:50:00
5089,Labels,en-US,NumSuitesPerFloor,# of Suites per Floor:,JGoh,2011-06-16 18:31:00,,NULL
5090,Labels,fr-CA,NumSuitesPerFloor,Nbre de logements par étage :,JGoh,2011-06-16 18:31:00,HThomas,2015-06-04 07:38:00
5091,Labels,en-US,NumOfFloors,# of Floors:,JGoh,2011-06-16 18:31:00,,NULL
5092,Labels,fr-CA,NumOfFloors,Nbre d'étages :,JGoh,2011-06-16 18:31:00,HThomas,2011-12-13 09:30:00
5093,Labels,en-US,StartingSuite,Starting Suite:,JGoh,2011-06-16 18:31:00,,NULL
5094,Labels,fr-CA,StartingSuite,Nº du premier logement :,JGoh,2011-06-16 18:31:00,HThomas,2015-06-04 07:49:00
5095,CommonTerms,en-US,SkipFloor13,Skip floor 13,JGoh,2011-06-16 18:31:00,,NULL
5096,CommonTerms,fr-CA,SkipFloor13,Ne pas attribuer de 13e étage,JGoh,2011-06-16 18:31:00,HThomas,2011-12-06 09:39:00
5097,CommonTerms,en-US,UnableToAddMultipleSuites,Unable to add multiple suites due to an unexpected error.,JGoh,2011-06-16 18:31:00,,NULL
5098,CommonTerms,fr-CA,UnableToAddMultipleSuites,Une erreur imprévue empêche l'ajout de logements en bloc.,JGoh,2011-06-16 18:31:00,HThomas,2016-04-15 13:40:00
5099,CommonTerms,en-US,UnableToAddFollowingSuites,"Unable to add the following suites: ",JGoh,2011-06-16 18:31:00,,NULL
5100,CommonTerms,fr-CA,UnableToAddFollowingSuites,"Impossible d'ajouter les logements suivants : ",JGoh,2011-06-16 18:31:00,HThomas,2015-06-04 08:29:00
5101,CommonTerms,en-US,SkipFloor13Notes,Note: This is only applicable to buildings with 13 floors or more.,JGoh,2011-06-16 18:31:00,,NULL
5102,CommonTerms,fr-CA,SkipFloor13Notes,Remarque : Applicable seulement aux immeubles dont le nombre d'étages est égal ou supérieur à 13.,JGoh,2011-06-16 18:31:00,NDagher,2016-05-04 08:47:00
5103,CommonTerms,en-US,ConfirmAddMultipleSuites,The following suites will be created.  Do you wish to proceed?,JGoh,2011-06-16 18:31:00,,NULL
5104,CommonTerms,fr-CA,ConfirmAddMultipleSuites,Les logements suivants seront créés. Voulez-vous poursuivre ?,JGoh,2011-06-16 18:31:00,HThomas,2016-03-23 08:27:00
5105,CommonTerms,en-US,AddMultipleSuitesSuccessful,The following suites were successfully added:,JGoh,2011-06-16 18:31:00,,NULL
5106,CommonTerms,fr-CA,AddMultipleSuitesSuccessful,Les logements suivants ont été ajoutés :,JGoh,2011-06-16 18:31:00,HThomas,2015-04-30 08:50:00
5107,CommonTerms,en-US,ConfirmUpdateSDClaim,Do you want to update the SD Claim with the ledger?,haizhu,2011-06-16 18:31:00,,NULL
5108,CommonTerms,fr-CA,ConfirmUpdateSDClaim,Voulez-vous mettre à jour la réclamation de DG dans le journal ?,haizhu,2011-06-16 18:31:00,HThomas,2015-05-06 08:47:00
5135,CommonTerms,en-US,Service,Service,haizhu,2011-07-07 17:28:00,,NULL
5136,CommonTerms,fr-CA,Service,Service,haizhu,2011-07-07 17:28:00,HThomas,2011-12-06 10:17:00
5137,Labels,en-US,Service,Service:,haizhu,2011-07-07 17:28:00,,NULL
5138,Labels,fr-CA,Service,Service :,haizhu,2011-07-07 17:28:00,HThomas,2011-12-06 10:16:00
5139,CommonTerms,en-US,BuildingServices,Building Services,haizhu,2011-07-07 17:28:00,,NULL
5140,CommonTerms,fr-CA,BuildingServices,Services de l'immeuble,haizhu,2011-07-07 17:28:00,hthomas,2015-05-05 12:17:00
5141,CommonTerms,en-US,AddServices,Add Services,haizhu,2011-07-07 17:28:00,,NULL
5142,CommonTerms,fr-CA,AddServices,Ajouter des services,haizhu,2011-07-07 17:28:00,daghern,2011-11-29 13:44:00
5143,CommonTerms,en-US,ServiceManagement,Service Management,haizhu,2011-07-07 17:28:00,,NULL
5144,CommonTerms,fr-CA,ServiceManagement,Gestion du service,haizhu,2011-07-07 17:28:00,HThomas,2011-12-06 10:12:00
5145,CommonTerms,en-US,BuildingServiceManagement,Building Service Management,haizhu,2011-07-07 17:28:00,,NULL
5146,CommonTerms,fr-CA,BuildingServiceManagement,Service de gestion d'immeubles,haizhu,2011-07-07 17:28:00,daghern,2011-11-30 08:34:00
5147,CommonTerms,en-US,LeaseType,Lease Type,haizhu,2011-07-07 17:28:00,,NULL
5148,CommonTerms,fr-CA,LeaseType,Type de bail,haizhu,2011-07-07 17:28:00,daghern,2011-12-01 07:35:00
5149,Labels,en-US,LeaseType,Lease Type:,haizhu,2011-07-07 17:28:00,,NULL
5150,Labels,fr-CA,LeaseType,Type de bail :,haizhu,2011-07-07 17:28:00,daghern,2011-12-01 07:35:00
5151,ValidationMessages,en-US,ServiceDateOverlaps,The current date range overlaps with an existing date range of the same service.,haizhu,2011-07-07 17:28:00,,NULL
5152,ValidationMessages,fr-CA,ServiceDateOverlaps,"La période donnée des dates chevauche une période existante du même service. ",haizhu,2011-07-07 17:28:00,HThomas,2011-12-06 10:15:00
5153,ValidationMessages,en-US,ItemInactive,The {0} is inactive.,haizhu,2011-07-07 17:28:00,,NULL
5154,ValidationMessages,fr-CA,ItemInactive,Le {0} est inactif.,haizhu,2011-07-07 17:28:00,daghern,2011-12-12 08:18:00
5155,ValidationMessages,en-US,ExistingDateConflictOverwriteConfirm,This information conflicts with existing dates and/or free offers. Are you sure you want to overwrite these dates and/or delete the free offers?,haizhu,2011-07-07 17:28:00,,NULL
5156,ValidationMessages,fr-CA,ExistingDateConflictOverwriteConfirm,Cette information est incompatible avec certaines dates existantes et offres gratuites. Êtes-vous sûr de vouloir écraser ces dates et supprimer les offres gratuites ?,haizhu,2011-07-07 17:28:00,daghern,2011-12-01 08:35:00
5348,Labels,fr-CA,NewLeaseNo,Nº du nouveau bail :,haizhu,2011-09-12 16:36:00,daghern,2012-05-03 12:33:00
5349,CommonTerms,en-US,1091,1091,JGoh,2011-09-09 00:00:00,Pat,2011-11-30 12:39:00
5163,CommonTerms,en-US,InspectionDate,Inspection Date,Pat,2011-07-07 00:00:00,,NULL
5164,CommonTerms,fr-CA,InspectionDate,Date d'inspection,Pat,2011-07-07 00:00:00,daghern,2011-11-30 13:34:00
5165,CommonTerms,en-US,LandlordAgent,Landlord Agent,Pat,2011-07-07 00:00:00,,NULL
5166,CommonTerms,fr-CA,LandlordAgent,Représentant du locateur,Pat,2011-07-07 00:00:00,daghern,2011-12-01 08:21:00
5167,CommonTerms,en-US,LeaseNos,Lease Nos,Pat,2011-07-07 00:00:00,,NULL
5168,CommonTerms,fr-CA,LeaseNos,Numéros de bail,Pat,2011-07-07 00:00:00,daghern,2011-12-13 09:29:00
5169,CommonTerms,en-US,MaintCharge,Maint Charge,Pat,2011-07-07 00:00:00,,NULL
5170,CommonTerms,fr-CA,MaintCharge,Frais d'entretien,Pat,2011-07-07 00:00:00,daghern,2011-12-01 07:26:00
5171,CommonTerms,en-US,MiscCharge,Misc Charge,Pat,2011-07-07 00:00:00,,NULL
5172,CommonTerms,fr-CA,MiscCharge,Frais divers,Pat,2011-07-07 00:00:00,HThomas,2011-12-08 14:08:00
5173,CommonTerms,en-US,MonthlyAdj,Monthly Adj,Pat,2011-07-07 00:00:00,,NULL
5174,CommonTerms,fr-CA,MonthlyAdj,Ajustements mensuels,Pat,2011-07-07 00:00:00,HThomas,2011-12-08 14:13:00
5175,CommonTerms,en-US,MoveoutDateEnd,Move Out Date End,Pat,2011-07-07 00:00:00,TMacLeod,2012-09-14 09:28:00
5176,CommonTerms,fr-CA,MoveoutDateEnd,Date de fin du déménagement,Pat,2011-07-07 00:00:00,HThomas,2011-12-13 09:42:00
5177,CommonTerms,en-US,MoveoutDateStart,Move Out Date Start,Pat,2011-07-07 00:00:00,TMacLeod,2012-09-14 09:28:00
5178,CommonTerms,fr-CA,MoveoutDateStart,Date de début du déménagement,Pat,2011-07-07 00:00:00,HThomas,2011-12-13 09:42:00
5179,CommonTerms,en-US,ParkingChargeMonth,Parking Charge Month,Pat,2011-07-07 00:00:00,,NULL
5180,CommonTerms,fr-CA,ParkingChargeMonth,Frais de stationnement pour le mois de,Pat,2011-07-07 00:00:00,HThomas,2011-12-13 08:43:00
5181,CommonTerms,en-US,PaymentReceivedMonth,Payment Received Month,Pat,2011-07-07 00:00:00,,NULL
5182,CommonTerms,fr-CA,PaymentReceivedMonth,Payé pour le mois de :,Pat,2011-07-07 00:00:00,HThomas,2011-12-13 07:41:00
5183,CommonTerms,en-US,RentalChargeMonth,Rental Charge Month,Pat,2011-07-07 00:00:00,,NULL
5184,CommonTerms,fr-CA,RentalChargeMonth,Mois des frais de location,Pat,2011-07-07 00:00:00,HThomas,2011-12-07 09:44:00
5185,CommonTerms,en-US,StatementDate,Statement Date,Pat,2011-07-07 00:00:00,,NULL
5186,CommonTerms,fr-CA,StatementDate,Date du relevé,Pat,2011-07-07 00:00:00,HThomas,2011-12-06 10:09:00
5187,CommonTerms,en-US,TenantName,Tenant Name,Pat,2011-07-07 00:00:00,,NULL
5188,CommonTerms,fr-CA,TenantName,Nom du locataire,Pat,2011-07-07 00:00:00,HThomas,2011-12-01 12:46:00
5189,CommonTerms,en-US,TenantOrAgent,Tenant Or Agent,Pat,2011-07-07 00:00:00,,NULL
5190,CommonTerms,fr-CA,TenantOrAgent,Locataire ou mandataire,Pat,2011-07-07 00:00:00,HThomas,2015-06-10 07:23:00
5191,CommonTerms,en-US,TransferLineAmount,Transfer Line Amount,Pat,2011-07-07 00:00:00,,NULL
5192,CommonTerms,fr-CA,TransferLineAmount,Transférer le montant indiqué à la ligne,Pat,2011-07-07 00:00:00,HThomas,2011-12-01 11:44:00
5193,ValidationMessages,en-US,InputMasks_CanadianProvinceAbbreviation,<AB|BC|MB|NB|NL|NT|NS|NU|ON|PE|QC|SK|YT>,pat,2011-07-07 00:00:00,,NULL
5194,ValidationMessages,fr-CA,InputMasks_CanadianProvinceAbbreviation,<AB|BC|MB|NB|NL|NT|NS|NU|ON|PE|QC|SK|YT>,pat,2011-07-07 00:00:00,,NULL
5195,ValidationMessages,en-US,InputMasks_Currency,$<-999999999..999999999g>.<00..99>,pat,2011-07-07 00:00:00,,NULL
5196,ValidationMessages,fr-CA,InputMasks_Currency,<-999999999..999999999g>.<00..99> $,pat,2011-07-07 00:00:00,HThomas,2015-05-12 12:19:00
5197,ValidationMessages,en-US,InputMasks_ExactlyTwoUppercaseCharacters,>LL,pat,2011-07-07 00:00:00,,NULL
5198,ValidationMessages,fr-CA,InputMasks_ExactlyTwoUppercaseCharacters,>LL,pat,2011-07-07 00:00:00,,NULL
5199,ValidationMessages,en-US,InputMasks_FormattedCanadianPostalCode,>L9L 9L9,pat,2011-07-07 00:00:00,,NULL
5200,ValidationMessages,fr-CA,InputMasks_FormattedCanadianPostalCode,>L9L 9L9,pat,2011-07-07 00:00:00,,NULL
5201,ValidationMessages,en-US,InputMasks_FormattedCanadianSocialInsuranceNumber,999-999-999,pat,2011-07-07 00:00:00,,NULL
5202,ValidationMessages,fr-CA,InputMasks_FormattedCanadianSocialInsuranceNumber,999-999-999,pat,2011-07-07 00:00:00,,NULL
5203,ValidationMessages,en-US,InputMasks_FormattedPhoneAreaCode,(999),pat,2011-07-07 00:00:00,,NULL
5204,ValidationMessages,fr-CA,InputMasks_FormattedPhoneAreaCode,(999),pat,2011-07-07 00:00:00,,NULL
5205,ValidationMessages,en-US,InputMasks_FormattedPhoneWithAreaCode,(999) 999-9999,pat,2011-07-07 00:00:00,,NULL
5206,ValidationMessages,fr-CA,InputMasks_FormattedPhoneWithAreaCode,999 999-9999,pat,2011-07-07 00:00:00,HThomas,2017-07-05 08:34:00
5207,ValidationMessages,en-US,InputMasks_FormattedPhoneWithoutAreaCode,999-9999,pat,2011-07-07 00:00:00,,NULL
5208,ValidationMessages,fr-CA,InputMasks_FormattedPhoneWithoutAreaCode,999-9999,pat,2011-07-07 00:00:00,,NULL
5209,ValidationMessages,en-US,InputMasks_UnformattedCanadianPostalCode,>L9L9L9,pat,2011-07-07 00:00:00,,NULL
5210,ValidationMessages,fr-CA,InputMasks_UnformattedCanadianPostalCode,>L9L9L9,pat,2011-07-07 00:00:00,,NULL
5211,ValidationMessages,en-US,InputMasks_UnformattedCanadianSocialInsuranceNumber,999999999,pat,2011-07-07 00:00:00,,NULL
5212,ValidationMessages,fr-CA,InputMasks_UnformattedCanadianSocialInsuranceNumber,999999999,pat,2011-07-07 00:00:00,,NULL
2974,ExceptionMessages,fr-CA,UnauthorizedSearchDefaultDialer,L'utilisateur ne possède pas les droits de recherche d'un composeur par défaut.,pat,2011-04-06 00:00:00,HThomas,2015-06-10 08:24:00
2983,CommonTerms,en-US,BadDebtActionFR,Bad Debt Action (French),pat,2011-04-06 00:00:00,,NULL
2984,CommonTerms,fr-CA,BadDebtActionFR,Intervention en mauvaises créances (français),pat,2011-04-06 00:00:00,HThomas,2015-04-30 14:13:00
2985,CommonTerms,en-US,BadDebtActionList,Bad Debt Action List,pat,2011-04-06 00:00:00,,NULL
2986,CommonTerms,fr-CA,BadDebtActionList,Liste des interventions en mauvaises créances,pat,2011-04-06 00:00:00,HThomas,2015-04-30 14:12:00
2987,CommonTerms,en-US,BadDebtStatusList,Bad Debt Status List,pat,2011-04-06 00:00:00,,NULL
2988,CommonTerms,fr-CA,BadDebtStatusList,Liste des statuts de mauvaise créance,pat,2011-04-06 00:00:00,daghern,2011-12-05 09:02:00
2989,CommonTerms,en-US,BadDebtStatus,Bad Debt Status,pat,2011-04-06 00:00:00,,NULL
2990,CommonTerms,fr-CA,BadDebtStatus,Statut de la mauvaise créance,pat,2011-04-06 00:00:00,daghern,2011-12-05 09:00:00
2991,CommonTerms,en-US,BadDebtStatusFR,Bad Debt StatusFR,pat,2011-04-06 00:00:00,,NULL
2992,CommonTerms,fr-CA,BadDebtStatusFR,Statut de la mauvaise créanceFR,pat,2011-04-06 00:00:00,daghern,2011-12-05 09:01:00
2993,CommonTerms,en-US,ContactName,Contact Name,pat,2011-04-06 00:00:00,,NULL
2994,CommonTerms,fr-CA,ContactName,Nom du contact,pat,2011-04-06 00:00:00,HThomas,2015-05-06 08:59:00
2995,CommonTerms,en-US,Contact,Contact,pat,2011-04-06 00:00:00,,NULL
2996,CommonTerms,fr-CA,Contact,Personne à contacter,pat,2011-04-06 00:00:00,hthomas,2015-02-04 07:20:00
3003,Labels,en-US,GeneralInformation,General Information:,pat,2011-04-06 00:00:00,,NULL
3004,Labels,fr-CA,GeneralInformation,Informations générales :,pat,2011-04-06 00:00:00,daghern,2011-11-30 13:23:00
3005,Labels,en-US,Leases,Leases:,pat,2011-04-06 00:00:00,,NULL
3006,Labels,fr-CA,Leases,Baux :,pat,2011-04-06 00:00:00,daghern,2011-12-01 07:38:00
3007,Labels,en-US,SuiteTypeInformation,Suite Type Information:,pat,2011-04-06 00:00:00,,NULL
3008,Labels,fr-CA,SuiteTypeInformation,Information sur la catégorie de logements :,pat,2011-04-06 00:00:00,HThomas,2015-06-09 12:57:00
3009,Labels,en-US,SuiteInformation,Suite Information:,pat,2011-04-06 00:00:00,,NULL
3010,Labels,fr-CA,SuiteInformation,Info-appartement :,pat,2011-04-06 00:00:00,HThomas,2011-12-14 08:27:00
3011,Labels,en-US,SuiteFeatures,Suite Features:,pat,2011-04-06 00:00:00,,NULL
3012,Labels,fr-CA,SuiteFeatures,Caractéristiques du logement :,pat,2011-04-06 00:00:00,HThomas,2015-06-04 07:52:00
3013,Labels,en-US,Utilities,Utilities:,pat,2011-04-06 00:00:00,,NULL
3014,Labels,fr-CA,Utilities,Services publics :,pat,2011-04-06 00:00:00,HThomas,2011-12-14 09:19:00
3015,Labels,en-US,Appliances,Appliances:,pat,2011-04-06 00:00:00,,NULL
3016,Labels,fr-CA,Appliances,Électroménagers :,pat,2011-04-06 00:00:00,daghern,2011-11-29 09:15:00
3017,Labels,en-US,Subsidies,Subsidies:,pat,2011-04-06 00:00:00,,NULL
3018,Labels,fr-CA,Subsidies,Subventions :,pat,2011-04-06 00:00:00,HThomas,2011-12-06 08:43:00
3057,CommonTerms,en-US,LicenseNum,License #,pat,2011-04-06 00:00:00,,NULL
3058,CommonTerms,fr-CA,LicenseNum,Nº d'immatriculation,pat,2011-04-06 00:00:00,HThomas,2015-06-23 07:27:00
3053,CommonTerms,en-US,BadDebtListCriteria,Bad Debt List Criteria,pat,2011-04-06 00:00:00,,NULL
3054,CommonTerms,fr-CA,BadDebtListCriteria,Critères de la liste de mauvaise créance,pat,2011-04-06 00:00:00,daghern,2011-12-05 09:01:00
3055,ValidationMessages,en-US,TenantSearchMinimumCriteria,Please enter at least 1 additional search criteria.,pat,2011-04-06 00:00:00,TMacleod,2012-02-27 10:30:00
3056,ValidationMessages,fr-CA,TenantSearchMinimumCriteria,Inscrire au moins un critère de recherche supplémentaire.,pat,2011-04-06 00:00:00,daghern,2012-05-03 09:26:00
3059,ValidationMessages,en-US,ProjectSDInvalidSelection,SD cannot have both 1 month and 1/2 month selected.,pat,2011-04-06 00:00:00,,NULL
3060,ValidationMessages,fr-CA,ProjectSDInvalidSelection,Impossible de sélectionner 1 mois et  1/2 mois pour le même DG.,pat,2011-04-06 00:00:00,HThomas,2011-12-07 11:59:00
3061,CommonTerms,en-US,SDOneMonth,SD (1 Month),pat,2011-04-06 00:00:00,,NULL
3062,CommonTerms,fr-CA,SDOneMonth,DG (1 mois),pat,2011-04-06 00:00:00,HThomas,2011-12-14 07:37:00
3063,CommonTerms,en-US,SDHalfMonth,SD (1/2 Month),pat,2011-04-06 00:00:00,,NULL
3064,CommonTerms,fr-CA,SDHalfMonth,DG (1/2 mois),pat,2011-04-06 00:00:00,HThomas,2011-12-14 07:35:00
3069,ValidationMessages,en-US,ProjectSDNoSD,SD amount cannot be $0 if SD selection is not checked.,pat,2011-04-06 00:00:00,,NULL
3070,ValidationMessages,fr-CA,ProjectSDNoSD,Le montant du DG ne peut pas être égal à 0$ si la case DG n'est pas cochée.,pat,2011-04-06 00:00:00,HThomas,2015-06-08 12:59:00
3071,CommonTerms,en-US,Details,Details,pat,2011-04-06 00:00:00,,NULL
3072,CommonTerms,fr-CA,Details,Détails,pat,2011-04-06 00:00:00,daghern,2011-11-30 12:08:00
3073,CommonTerms,en-US,List,List,pat,2011-04-06 00:00:00,,NULL
3074,CommonTerms,fr-CA,List,Énumérer,pat,2011-04-06 00:00:00,HThomas,2017-07-05 13:55:00
6740,CommonTerms,en-US,PAPAuthorizationForm,PAP Authorization Form,MWardrop,2012-01-13 00:00:00,,NULL
2997,CommonTerms,en-US,ForwardingAddress,Forwarding Address,pat,2011-04-06 00:00:00,,NULL
6741,CommonTerms,en-US,PAPAuthorizationFormDesc,"Description field for the ""PAP Authorization Form"" report.",MWardrop,2012-01-13 00:00:00,,NULL
7759,CommonTerms,en-US,Apartment,Apartment,JGoh,2012-06-18 00:00:00,,NULL
7760,CommonTerms,fr-CA,Apartment,Logement,JGoh,2012-06-18 00:00:00,daghern,2015-03-05 12:57:00
7761,CommonTerms,en-US,ApprovalTracking,Approval Tracking,johnny,2012-06-18 00:00:00,,NULL
